writing_id,learner_id,learner_id_categorical,nationality,l1,cefr,cefr_numeric,level,unit,topic_id_original,topic_id_original_categorical,topic_id,topic_id_categorical,text_number_per_learner_in_task,topic,secondary_topic,topic_to_keep,date,time,grade,wordcount,mtld,text,text_corrected
10354,29883,29883,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40633,08:57:10.413,82,48,64.715,"
	  I work in a shipping company,I am a manager assistant .Everyday,I always talk on the phone and send emails to my boss!Sometimes I go on the business trip.I like my job very much!I have lots of hours to take breaks in a week.
	","I work in a shipping company,I am a manager assistant .everyday,I always talk on the phone and send emails to my boss!sometimes I go on the business trip.I like my job very much!I have lots of hours to take breaks in a week."
11092,117952,117952,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40633,09:19:01.523,85,47,29.62768817,"
	  I like my job, because. I can help others, I can also learn a lot of truth in life, my work can make me excited and can make me nervous when I work I am also very satisfied with the boss, I and boss is better Friends.
	","I like my job, because. I can help others, I can also learn a lot of truth in life, my work can make me excited and can make me nervous when I work I am also very satisfied with the boss, I and boss is better Friends."
16018,171219,171219,de,German,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40633,10:07:15.813,97,61,26.47643151,"
	  I am a manger. I work in London. I work a lot of day's in the month. I have meetings and I never make a break. Yersterday I maked a buisness tripp to Liverpool. I like my job. Sometimes I hate my job because I'm very tired. I have a secretary. She helps me. She makes coffee and tea for me.
	",I am a manger. I work in London. I work a lot of day's in the month. I have meetings and I never make a break. yesterday I make a business trip to Liverpool. I like my job. sometimes I hate my job because I'm very tired. I have a secretary. She helps me. She makes coffee and tea for me.
3548,139816,139816,de,German,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40633,12:41:20.103,89,74,56.54935622,"
	  I work at a IT-Company as an software-developer. Sometimes I have meetings and sometimes I take a break. My job is always very interesting and my boss is good to me. I like what I do, because I help people to advance their workflow. Sometimes it is not easy to find the same language. Customers doesnt know exactly what they want. To find out what they want is part of my job.
	","I work at a IT-Company as an software-developer. sometimes I have meetings and sometimes I take a break. My job is always very interesting and my boss is good to me. I like what I do, because I help people to advance their workflow. sometimes it is not easy to find the same language. customers doesnt know exactly what they want. To find out what they want is part of my job."
718,88301,88301,br,Portuguese,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40633,20:28:54.400,95,54,44.16894624,"
	  I work in a textile factory. Everyday, I help people at work. Sometimes, I go on business trips and always I have a meetings. I often talk on phone and write emails. Usually, I walk a lot at work, but I don''t feel tired because occasionally, I take breaks. I love my job
	","I work in a textile factory. everyday, I help people at work. sometimes, I go on business trips and always I have a meetings. I often talk on phone and write emails. usually, I walk a lot at work, but I don''t feel tired because occasionally, I take breaks. I love my job"
13251,121625,121625,tw,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40634,08:58:27.663,86,86,40.84136546,"
	  My name is Janet and I am an accounting , I work in the office but it is not interesting I like my job but I don't like my boss! she is a bad and selfish and stuipe woman! my job is not difficult , I always work in the computer and talk on the phone sometimes I need to write emails for client , I always work overtime and I am always busy!!!!! i seldem take a breaks when i finish my work I always feel very tired!
	","My name is Janet and I am an accounting , I work in the office but it is not interesting I like my job but I don't like my boss! she is a bad and selfish and stipe woman! my job is not difficult , I always work in the computer and talk on the phone sometimes I need to write emails for client , I always work overtime and I am always busy!!!!! i seldom take a breaks when i finish my work I always feel very tired!"
15097,173978,173978,it,Italian,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40634,18:36:22.640,84,59,58.16705882,"
	  I'm production manager of the live shows and live events. My job is very interesting, because I meet a lot people and every day it's different. It's difficult too, but very rewarding. I go on tour often and I knew many people and many places. When I finish work, of course I'm very tired. Anyway I love my job.
	","I'm production manager of the live shows and live events. My job is very interesting, because I meet a lot people and every day it's different. It's difficult too, but very rewarding. I go on tour often and I knew many people and many places. When I finish work, of course I'm very tired. anyway I love my job."
17689,58564,58564,tr,Turkish,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40634,18:50:34.380,78,61,29.5,"
	  I am a human resources staff. I work in a hotel. I work a start 09:00 a.m. , end work is 18:00 p.m. I like my job because my job is exciting and enjoyable. I always talk the people and always help people. I will listen to them and help in solving the problems. I love all this people. Absolutely.
	","I am a human resources staff. I work in a hotel. I work a start 09:00 a.m. , end work is 18:00 p.m. I like my job because my job is exciting and enjoyable. I always talk the people and always help people. I will listen to them and help in solving the problems. I love all this people. absolutely."
9680,1862,1862,mx,Spanish,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40634,20:31:48.270,89,43,36.35036496,"
	  I''m a manager and I love my job because is exciting but so is very hard and I''m always very busy because I always have a lots meetings and always write emails. When my day finish, I''m always very tired.
	","I''m a manager and I love my job because is exciting but so is very hard and I''m always very busy because I always have a lots meetings and always write emails. When my day finish, I''m always very tired."
11083,96399,96399,br,Portuguese,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,00:03:36.950,82,65,65,"
	  I'm a computer technician and i work on a university. I like my job because it's easy sometimes. I have many friends that works with me and every semester i make more friends, the new students. I love work with computer or things that envolve technology. The only problem is my boss. He rarely spends money with resources for the university and i hate this.
	","I'm a computer technician and i work on a university. I like my job because it's easy sometimes. I have many friends that works with me and every semester i make more friends, the new students. I love work with computer or things that involve technology. The only problem is my boss. He rarely spends money with resources for the university and i hate this."
12335,123141,123141,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,00:20:32.623,88,90,80.22043011,"
	  Dear teacher: My name is peter lee, 28years old,Now I work in samsung electronics DONGGUAN factory.I charge of purchasing. My job is always contact with many companys, I always take on meetings and always talk on the phone, sometimes I go on a business trip around the world,I think my job is boring and very tired, I work a long time and take short breaks everyday.So if have anyother better chance I would like to change my job . thank you. Have a nice day! Peter Lee
	","Dear teacher: My name is peter lee, 28years old,Now I work in tamlung electronics DONGGUAN factory.I charge of purchasing. My job is always contact with many company, I always take on meetings and always talk on the phone, sometimes I go on a business trip around the world,I think my job is boring and very tired, I work a long time and take short breaks everyday.So if have another better chance I would like to change my job . thank you. Have a nice day! Peter Lee"
1373,131170,131170,de,German,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,10:22:46.707,92,34,46.24,"
	  I work in Colon and in my homeoffice. I'm a software developer. I love my Job it's very exciting and each new project have another challenge. I often must learning it's tiring and good.
	",I work in Colon and in my homeoffice. I'm a software developer. I love my Job it's very exciting and each new project have another challenge. I often must learning it's tiring and good.
13912,143715,143715,it,Italian,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,10:26:45.640,88,50,51.92307692,"
	  I work in a big company near Milano. I am a Purchasing Mananer and my job is purchase the materials for the production. I always talk at the phone and write emails. I always go to business trips and at meetings. My work is very hard but It like me.
	",I work in a big company near Milano. I am a purchasing Manaker and my job is purchase the materials for the production. I always talk at the phone and write emails. I always go to business trips and at meetings. My work is very hard but It like me.
1579,99323,99323,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,11:10:39.840,93,49,57.52444444,"
	  I'm a sales assistant, i work in the office.I like my job,it's difficult but it's ok.Sometime it's interesting.I always have meetings in the morning,I often write emails and sometimes i talk on the phone.I rarely clean my desk and i never have breaks.
	","I'm a sales assistant, i work in the office.I like my job,it's difficult but it's ok.sometime it's interesting.I always have meetings in the morning,I often write emails and sometimes i talk on the phone.I rarely clean my desk and i never have breaks."
13862,55923,55923,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,12:38:28.647,87,90,59.97086989,"
	  My name is Judy, I am a sales , I work at office a PCB company and it is ok, I is exciting, because I alway deal with different things. I work long hours and I only take one day breaks a week, that is Sunday. I talk on the phone a lot and I write many emails every day. sometimes I have meetings and I go on bussiness trips. sometimes I help peoples.  my boss ask me do many reports per month. when I finish work I feel very tried.
	","My name is Judy, I am a sales , I work at office a PCB company and it is ok, I is exciting, because I alway deal with different things. I work long hours and I only take one day breaks a week, that is Sunday. I talk on the phone a lot and I write many emails every day. sometimes I have meetings and I go on business trips. sometimes I help peoples. my boss ask me do many reports per month. when I finish work I feel very tried."
12871,61071,61071,br,Portuguese,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,15:29:52.580,90,64,49.92,"
	  My Job, I'm a student, I'm studing geology. I'm working in a laboratory. In the laboratory I do different things, like research about my master's subject, sometimes help people and people help me. I like my job, because every day I learn something different or teach someone what I know. I normaly can take longs brakes and talk a lot with my friends. Bye.
	","My Job, I'm a student, I'm studying geology. I'm working in a laboratory. In the laboratory I do different things, like research about my master's subject, sometimes help people and people help me. I like my job, because every day I learn something different or teach someone what I know. I normal can take longs brakes and talk a lot with my friends. eye."
2754,121580,121580,mx,Spanish,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,20:09:14.643,92,57,82.70181818,"
	  I work in the University since 1995 as supervisor of employees, and I don't like it so much because is very difficult to treat withthe people, and always there are problems, nevertheless is a easy job due to I can do it for a short and different time. On the other hand I have a good salary.
	","I work in the University since 1995 as supervisor of employees, and I don't like it so much because is very difficult to treat withtee people, and always there are problems, nevertheless is a easy job due to I can do it for a short and different time. On the other hand I have a good salary."
6590,138848,138848,mx,Spanish,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,21:35:57.450,87,86,54.0003639,"
	  My name is Erika and I'm an enginner. I work in a telecomunication company and It's interesting because sometimes it's tiring. Sometimes take trainings and techical courses because it's important for my job. I work long hours and rarely take a breaks. I always read, write and send emails because I need to collect a lot information. I sometimes talk on the phone. I never have a meetings and never clean my desk. I rarely prepare cup of coffe. When I finish work I feel tired!!
	","My name is Erika and I'm an engineer. I work in a telecommunication company and It's interesting because sometimes it's tiring. sometimes take trainings and technical courses because it's important for my job. I work long hours and rarely take a breaks. I always read, write and send emails because I need to collect a lot information. I sometimes talk on the phone. I never have a meetings and never clean my desk. I rarely prepare cup of coffee. When I finish work I feel tired!!"
14808,100024,100024,tw,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40635,22:18:43.810,92,66,54.63636364,"
	  I am a plant manager in my company. I hold a meeting every morning to discuss today's work. Then I have to go to operating site to check. Sometimes, I have to visit our customers with my employee. Although I have nice pay , I also feel tired or boring because I work long hours and have some presure. In brief, I usually have a busy day.
	","I am a plant manager in my company. I hold a meeting every morning to discuss today's work. Then I have to go to operating site to check. sometimes, I have to visit our customers with my employee. Although I have nice pay , I also feel tired or boring because I work long hours and have some pressure. In brief, I usually have a busy day."
13767,110261,110261,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40636,03:08:52.530,96,68,82.70181818,"
	  I am work in WeiWai,a produce pumps company.I am a technologist.My job is design drawings every day.I like my job,because it's interesting.Sometimes,I go on business trips.I often have a meeting.I take a break at noon every day at the office.I rarely write emails but often talk on the phone at work.I am studying English at Englishtown now.
	","I am work in Weihai,a produce pumps company.I am a technologist.My job is design drawings every day.I like my job,because it's interesting.sometimes,I go on business trips.I often have a meeting.I take a break at noon every day at the office.I rarely write emails but often talk on the phone at work.I am studying English at Englishtown now."
12977,11685,11685,br,Portuguese,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40636,05:57:37.793,90,63,50.82216495,"
	  I'm a doctor, but I'm a teacher too. I like my jobs. My job is very interesting. I always help the people and I frequently seat on the desk. I work for long hours all day. I sometimes talk on the phone. I often write and send to emails. I never mop the floor. I'm tired all day, but I don't change job.
	","I'm a doctor, but I'm a teacher too. I like my jobs. My job is very interesting. I always help the people and I frequently seat on the desk. I work for long hours all day. I sometimes talk on the phone. I often write and send to emails. I never mop the floor. I'm tired all day, but I don't change job."
7167,76965,76965,cn,Mandarin,A2,2,4,1,25,25A,25,25A,1,Writing about what you do,work,work,40636,05:58:38.340,88,72,64.635,"
	  I'm a office clerk in Hualian china limited company. This is my new job.I like this job.My job is exciting and rewarding.I talk on the phone with my buyer.I often have break.I always go there and here.look my colleagues work.and then,They always answer my questions.and I can learn more about my job.I like my boss and my colleagues.I like this company .
	","I'm a office clerk in julian china limited company. This is my new job.I like this job.My job is exciting and rewarding.I talk on the phone with my buyer.I often have break.I always go there and here.look my colleagues work.and then,They always answer my questions.and I can learn more about my job.I like my boss and my colleagues.I like this company ."
103413,23172,23172,de,German,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,14:18:43.533,89,87,33.23234168,"
	  Frisbee Bowling Use ten bottles as bowling pins. Fill them with a little water to make them heavier. Line up the bottles like pin bowling.  Each player is allowed to take two shots on each turn. Throw the frisbee to the pins. The aim is to knock down many pins. You get for each knocked down pin one point. If someone knocked down all pins he get two more shots. Add all the points and the player with the most points is the winner of the game.
	",Frisbee howling Use ten bottles as bowling pins. will them with a little water to make them heavier. Line up the bottles like pin bowling. each player is allowed to take two shots on each turn. throw the frisbee to the pins. The aim is to knock down many pins. You get for each knocked down pin one point. If someone knocked down all pins he get two more shots. And all the points and the player with the most points is the winner of the game.
195677,20008,20008,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,15:00:58.130,94,89,32.14994595,"
	  Ok Childrens. Let me explain our game. So we need to divide in two teams, each one with 5 people. Put each team of side by side of the net. The game start when I thrown the ball. The meaning of The Game is hit the ball to the other side and make that the other team don't get the ball or the ball touch the ground. Don't hit the ball outside of the court. Win the game The Team reach twelve points first. So, let's play and enjoy.
	","Ok Children. Let me explain our game. So we need to divide in two teams, each one with 5 people. but each team of side by side of the net. The game start when I thrown the ball. The meaning of The same is hit the ball to the other side and make that the other team don't get the ball or the ball touch the ground. Don't hit the ball outside of the court. Win the game The Team reach twelve points first. So, let's play and enjoy."
133196,105618,105618,mx,Spanish,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,15:07:31.893,86,69,99.59384615,"
	  This game is like bowling, we used plastic bottles as ""bowling pins"", filled with a little water and are lined in 4, 3,2 and 1 row. A frisbee is allowed to take two shots each team. The players have 10 turns each. Scored one point each pined is knoced down, 2 more shots are added if a ""strike"" is scored. At the end who make more ponits; win.
	","This game is like bowling, we used plastic bottles as ""bowling pins"", filled with a little water and are lined in 4, 3,2 and 1 row. A frisbee is allowed to take two shots each team. The players have 10 turns each. scored one point each pined is knocked down, 2 more shots are added if a ""strike"" is scored. At the end who make more points; win."
200468,114714,114714,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,15:38:25.647,89,98,39.25962329,"
	  Hey everybody, let's to play a interesting game. First, make teams of six and put them in volleyboy. Pay attention in the rules. Place a blanket over the net and wait the referee throw the ball into play. Hit the ball over the net in direction to other team as many time as you want. the other team must stop the ball hitting the ground on your side and the opposite team hit the ball out of court or touch the ground with the ball. add more ball if you want to make the game more exciting. ok?
	","Hey everybody, let's to play a interesting game. First, make teams of six and put them in volleyboy. Pay attention in the rules. Place a blanket over the net and wait the referee throw the ball into play. it the ball over the net in direction to other team as many time as you want. the other team must stop the ball hitting the ground on your side and the opposite team hit the ball out of court or touch the ground with the ball. add more ball if you want to make the game more exciting. ok?"
210474,137847,137847,fr,French,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,17:29:14.497,90,91,96.61166667,"
	  We define an area of 8 meters by 3 meters then we take 10 bottles in which we put some water to make them heavier, they are the pins. The pins are lined up in rows of 4, then 3, 2 and finally 1. Each player has a frisbee and can shot it twice. When you knock down all the pins at the same time, you make a ""strike"" and win two more shots. The winner is the one with the most points. Don't play this game when it is windy!!!
	","We define an area of 8 meters by 3 meters then we take 10 bottles in which we put some water to make them heavier, they are the pins. The pins are lined up in rows of 4, then 3, 2 and finally 1. each player has a frisbee and can shot it twice. When you knock down all the pins at the same time, you make a ""strike"" and win two more shots. The winner is the one with the most points. Don't play this game when it is windy!!!"
26249,43017,43017,sa,Arabic,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,18:23:40.567,86,107,32.41240876,"
	  tennis bend your knees. hold your shoulder to your body. hold the ball between your thump and your fingur . hit the ball to the other team. keep your eyes on the ball. judo relax your body .stand toward the other player . bow to each other . start the attacking with all your force . and be carefull of being attaking from the other side . football divide the group in two teams . each team consist of eleven players. pick a team to start the match . each team try to reach the net of the other team and make a goal. the winner is the team who get the most goals.
	",tennis bend your knees. hold your shoulder to your body. hold the ball between your thump and your finger . hit the ball to the other team. keep your eyes on the ball. judo relax your body .stand toward the other player . bow to each other . start the attacking with all your force . and be carefull of being attacking from the other side . football divide the group in two teams . each team consist of eleven players. pick a team to start the match . each team try to reach the net of the other team and make a goal. the winner is the team who get the most goals.
179331,45756,45756,jp,Japanese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,19:40:53.977,95,100,42.38772302,"
	  Let me tell you how to play fri,sbee bowling. Listen to me carefully. Each of you has a frisbee and you can throw it twice, and after that your opponent throws it twice. This is repeated five times, so it means that you can shoot ten times each. When your frisbee hits and knocks down one or more of the ten pins, you will get one point. When you get a 'strike' or all the pins are knocked down together, you will be given two more shots and all the score that you get by them are all added.
	","Let me tell you how to play fri,see bowling. Listen to me carefully. each of you has a frisbee and you can throw it twice, and after that your opponent throws it twice. This is repeated five times, so it means that you can shoot ten times each. When your frisbee hits and knocks down one or more of the ten pins, you will get one point. When you get a 'strike' or all the pins are knocked down together, you will be given two more shots and all the score that you get by them are all added."
92876,113011,113011,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40825,20:16:34.993,89,71,56.13556338,"
	  Marked an area od 8 meters x by 3 meters as the bowling alley. Used ten plastic bottles as the bowling pins, fill with a little water. Lined up the bottles just like ten-pin bowling. Each player take two shots on each turn. For each knocked down, one point is scored. If scored a strike, the player takes more two shots. The winner is the player with the most points. 
	","marked an area od 8 meters x by 3 meters as the bowling alley. used ten plastic bottles as the bowling pins, fill with a little water. lined up the bottles just like ten-pin bowling. each player take two shots on each turn. For each knocked down, one point is scored. If scored a strike, the player takes more two shots. The winner is the player with the most points."
212168,169675,169675,jp,Japanese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,05:46:38.820,94,100,79.19892894,"
	  Mark the ""bolling alley"" which is about 8m x 3m. Use ten plastic bottles -filled with a little water as the bowling pins. Line up the bottles just like ten pin bowling. Give each player a frisbee and can shot twice on each turn. Give players a total of ten turn each. Score one point for knocking down each pin.If score a ""strike"" (kock down all bottles), the player takes two more shots and add all the points together.The winner is the player with the most points.Be careful, Don't play this game on a very windy day.
	","Mark the ""bolling alley"" which is about 8m x 3m. Use ten plastic bottles -filled with a little water as the bowling pins. Line up the bottles just like ten pin bowling. Give each player a frisbee and can shot twice on each turn. Give players a total of ten turn each. score one point for knocking down each pin.If score a ""strike"" (lock down all bottles), the player takes two more shots and add all the points together.The winner is the player with the most points.Be careful, Don't play this game on a very windy day."
190671,53907,53907,tw,Mandarin,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,06:44:42.283,83,104,76.39064477,"
	  1. Mark the area of 8 meters X 3 meters as ""Bowling alley"" 2.Use ten plastic bottles can as bowlong pins. 3. Fill the bottles with little water to make them heavier. 4. Each player can take two shot by frisbee on each turn. 5. Each player has ten turns to play. 6. Score one point for each pin which is knocked down. 7. Score ""strick"" when all bottles are knoched down. 8. Player take two more shot when get strick. 9. The winer is the player with the most points! 10. A very windy day is good for this game to play.
	","1. Mark the area of 8 meters X 3 meters as ""howling alley"" 2.Use ten plastic bottles can as bowling pins. 3. will the bottles with little water to make them heavier. 4. each player can take two shot by frisbee on each turn. 5. each player has ten turns to play. 6. score one point for each pin which is knocked down. 7. score ""strick"" when all bottles are knocked down. 8. Player take two more shot when get strick. 9. The winer is the player with the most points! 10. A very windy day is good for this game to play."
169978,6212,6212,cn,Mandarin,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,07:55:20.070,85,89,108.9936842,"
	  the area dimension is about 8m *3m,marked as the ""bowling alley"" use ten plastic bottles filled with a litter water to be more heavier as ""bowling pins"" the bottles lines up in  tripleangle sharp, and 1,2,3, 4  each player got a frisbee and shots two times by turn  total  ten turns, one pin for knocked down bottles, if all knocked down, the player could get another two more shorts,  the scores  add together the winner gets the highest score,  not play  on a very windy day
	","the area dimension is about 8m *3m,marked as the ""bowling alley"" use ten plastic bottles filled with a litter water to be more heavier as ""bowling pins"" the bottles lines up in tripleangle sharp, and 1,2,3, 4 each player got a frisbee and shots two times by turn total ten turns, one pin for knocked down bottles, if all knocked down, the player could get another two more shorts, the scores add together the winner gets the highest score, not play on a very windy day"
183894,38180,38180,it,Italian,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,08:25:40.740,78,80,58.80067843,"
	  Give ten plastic bottles filled with a little water. Them are lined up just like a ten-pin bowling. Each player have a frisbee and he has two shots for ten turns each. You score a point when knock down a pin. When you knock down all bottles, you take more shots and all the point are added togheter. The winnes is the player with knocked down more bottles. This game have to played on a sunny day without wind
	","Give ten plastic bottles filled with a little water. them are lined up just like a ten-pin bowling. each player have a frisbee and he has two shots for ten turns each. You score a point when knock down a pin. When you knock down all bottles, you take more shots and all the point are added together. The wines is the player with knocked down more bottles. This game have to played on a sunny day without wind"
199390,29367,29367,tw,Mandarin,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,09:52:22.680,92,99,51.81858407,"
	  We mark the area of 8 meters x by 3 meters as the ""bowling alley"" and use ten bottles with a little water as the ""bowling pins"". We should line up the bottles like ten-pin bowling, meaning in rows of 4, then 3, 2, 1. Each player takes two shots with a frisbee on each turn, ten turns per player in total. The palyers score a point for each pin that is knocked down and take two more shots for a ""strike"", and then add all the points together.  The palyer with the most points is the winner.
	","We mark the area of 8 meters x by 3 meters as the ""bowling alley"" and use ten bottles with a little water as the ""bowling pins"". We should line up the bottles like ten-pin bowling, meaning in rows of 4, then 3, 2, 1. each player takes two shots with a frisbee on each turn, ten turns per player in total. The players score a point for each pin that is knocked down and take two more shots for a ""strike"", and then add all the points together. The player with the most points is the winner."
207029,94594,94594,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,10:09:53.030,84,71,78.41555556,"
	  Use the ten plastic bottles as the bowling pins. Fill then with a little water. Line bottles up in rows of four, then three, then two and finnally one. It one is allowed to take two shots each turn with its frisbee. If someone knock all bottles down, its can take another turn. Each bottle knocked is a point. Wins who has the most points at the end of ten turns.
	","Use the ten plastic bottles as the bowling pins. will then with a little water. Line bottles up in rows of four, then three, then two and finally one. It one is allowed to take two shots each turn with its frisbee. If someone knock all bottles down, its can take another turn. each bottle knocked is a point. sins who has the most points at the end of ten turns."
197346,34940,34940,de,German,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,11:06:47.713,85,101,99,"
	  Make an area  about 8x3 meters. Take ten plastic bottles as the boxling pins and fill them with a little bit of water. Line up the bottles in rows of 4, then 3, then 2, then 1 - just like ten-pin bowling. Each player is given a frisbee and can take two shots on each turn. You must add up the pins, a pin like a point. If a 'strike'(all bottles are knocked down) , you have two more shots and all  points are added together. The winner is the player with the most points. Be careful at a windy day!
	","Make an area about 8x3 meters. Take ten plastic bottles as the boiling pins and fill them with a little bit of water. Line up the bottles in rows of 4, then 3, then 2, then 1 - just like ten-pin bowling. each player is given a frisbee and can take two shots on each turn. You must add up the pins, a pin like a point. If a 'strike'(all bottles are knocked down) , you have two more shots and all points are added together. The winner is the player with the most points. Be careful at a windy day!"
212491,162757,162757,de,German,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,12:59:39.217,100,100,65.72352094,"
	  Mark the 'bowling alley': it's an area of about 8 meters x by 3 meters. Fill ten plastic bottles with water and use them as 'bowling pins'. Line up the bottles in rows of 4, then 3, then 2, then 1. Each player: knock down the pins with the frisbee. Take two shots on each turn (maximum of ten turns). Score one point for each pin you knocked down. Knock down all the bottles for a 'strike': take two more shots and add all the points together. Win with the most points. Careful! Don't play on a very windy day!
	","Mark the 'bowling alley': it's an area of about 8 meters x by 3 meters. will ten plastic bottles with water and use them as 'bowling pins'. Line up the bottles in rows of 4, then 3, then 2, then 1. each player: knock down the pins with the frisbee. Take two shots on each turn (maximum of ten turns). score one point for each pin you knocked down. knock down all the bottles for a 'strike': take two more shots and add all the points together. Win with the most points. careful! Don't play on a very windy day!"
207271,3904,3904,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,13:44:35.120,70,106,62.06144676,"
	  Today we''re learning a new game, called Frisbee Bownling. The rules are simple, we need of a area equal  the bowling alley, it''s 8 meters x 3 meters and 10 pins. We''re put it in a little water to make them havier. Line up in rows of 4, then 3, then 2, then 1, you''re receive a frisbee, is allowed to take two shots each in a total 10 turns. One pin knoched down one point is scored, when all pins are knock down, the player take two more shots and all the points are added. Win the player with most points.
	","Today we''re learning a new game, called Frisbee townling. The rules are simple, we need of a area equal the bowling alley, it''s 8 meters x 3 meters and 10 pins. We''re put it in a little water to make them havier. Line up in rows of 4, then 3, then 2, then 1, you''re receive a frisbee, is allowed to take two shots each in a total 10 turns. One pin knocked down one point is scored, when all pins are knock down, the player take two more shots and all the points are added. Win the player with most points."
181807,143359,143359,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,13:47:31.463,87,82,48.36428549,"
	  - Exist ten plastic bottles can be used  bowling pings and I will seen 4, 3, 2,  1, just like 10 pin bowling. - Each player is given a frisbee - It's allowed to take 2 shots on each turn. - Players are given 10 turns each - Score for each pin it's a one point - If the player to take all the bottles are knocked down, then  player  take 2 more shots and all the points are added together - The winner: player with the most points. 
	","- exist ten plastic bottles can be used bowling pings and I will seen 4, 3, 2, 1, just like 10 pin bowling. - each player is given a frisbee - It's allowed to take 2 shots on each turn. - layers are given 10 turns each - score for each pin it's a one point - If the player to take all the bottles are knocked down, then player take 2 more shots and all the points are added together - The winner: player with the most points."
205392,3703,3703,fr,French,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,17:14:37.400,93,87,76.84153005,"
	  Mark a area of 8 meters by 3 as the ""bowling alley"". Use 10 plastic bottles filled with a little water as the ""bowling pins"". Line up in rows of 4, 3 and 1. Give a frisbee for each player. Each player is allowed to take two shots by turn with a total of ten turn. Score 1 point by pin knocked down, and 10 points + two more shots if you knocked down all the bottles (strike). The player who has the most points win. Good luck !!!
	","Mark a area of 8 meters by 3 as the ""bowling alley"". Use 10 plastic bottles filled with a little water as the ""bowling pins"". Line up in rows of 4, 3 and 1. Give a frisbee for each player. each player is allowed to take two shots by turn with a total of ten turn. score 1 point by pin knocked down, and 10 points + two more shots if you knocked down all the bottles (strike). The player who has the most points win. Good luck !!!"
181941,54674,54674,br,Portuguese,B1,3,7,1,49,49A,49,49A,1,Giving instructions to play a game,player,player,40826,20:21:03.310,80,76,53.36672243,"
	  Let''s play soccer. Each team has 8 players (7 in line and one goolkeeper). The aim of the game is, of course, to make gols. Hit the ball in the direction of the goal. Try to arrive as close as possible to the goal. Remember: if you receive the ball very close to the goolkeeper perhaps you''ll be offside. That''s means you are not allowed to continue the game. Prepare yourself practicising exercises
	","Let''s play soccer. each team has 8 players (7 in line and one goalkeeper). The aim of the game is, of course, to make gold. it the ball in the direction of the goal. cry to arrive as close as possible to the goal. Remember: if you receive the ball very close to the goalkeeper perhaps you''ll be offside. That''s means you are not allowed to continue the game. Prepare yourself practicing exercises"
